source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,human AI co-writing agency ownership,broad,http-429,2026-08-24T18:36:32+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19408,""costUsd"":0.001,""daily",raw/openalex-011.json,c59d29372ba7e0dd35b9f2e26258db2b1863e92a59d265f1e89e043d4c6ba89c
openalex,language model writing feedback evaluation,broad,http-429,2026-08-24T18:36:32+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19408,""costUsd"":0.001,""daily",raw/openalex-012.json,c59d29372ba7e0dd35b9f2e26258db2b1863e92a59d265f1e89e043d4c6ba89c
openalex,generative AI workplace writing productivity,broad,http-429,2026-08-24T18:36:32+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19408,""costUsd"":0.001,""daily",raw/openalex-013.json,c59d29372ba7e0dd35b9f2e26258db2b1863e92a59d265f1e89e043d4c6ba89c
openalex,AI academic writing systematic review,broad,http-429,2026-08-24T18:36:32+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19407,""costUsd"":0.001,""daily",raw/openalex-014.json,285544180cb2f96a87f26be843c50472f1c24cb9690744fb51d8c4f608034231
openalex,AI writing disclosure authorship,broad,http-429,2026-08-24T18:36:33+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19407,""costUsd"":0.001,""daily",raw/openalex-015.json,285544180cb2f96a87f26be843c50472f1c24cb9690744fb51d8c4f608034231
openalex,LLM judge writing quality,broad,http-429,2026-08-24T18:36:33+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19407,""costUsd"":0.001,""daily",raw/openalex-016.json,285544180cb2f96a87f26be843c50472f1c24cb9690744fb51d8c4f608034231
openalex,AI writing citation accuracy,broad,http-429,2026-08-24T18:36:33+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19407,""costUsd"":0.001,""daily",raw/openalex-017.json,285544180cb2f96a87f26be843c50472f1c24cb9690744fb51d8c4f608034231
openalex,writing assistance collective diversity,broad,http-429,2026-08-24T18:36:33+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19407,""costUsd"":0.001,""daily",raw/openalex-018.json,285544180cb2f96a87f26be843c50472f1c24cb9690744fb51d8c4f608034231
openalex,AI writing reader perception,broad,http-429,2026-08-24T18:36:33+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19406,""costUsd"":0.001,""daily",raw/openalex-019.json,b786925b6270ea9c90f49010cc9a2606fe962164229c41eb7457d4c643f6b8a0
openalex,language model simulated student revisions,broad,http-429,2026-08-24T18:36:34+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19406,""costUsd"":0.001,""daily",raw/openalex-020.json,b786925b6270ea9c90f49010cc9a2606fe962164229c41eb7457d4c643f6b8a0
openalex,PRISMA S reporting literature searches,broad,http-429,2026-08-24T18:36:34+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19406,""costUsd"":0.001,""daily",raw/openalex-021.json,b786925b6270ea9c90f49010cc9a2606fe962164229c41eb7457d4c643f6b8a0
openalex,generative AI workplace email field experiment,broad,http-429,2026-08-24T18:36:34+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19406,""costUsd"":0.001,""daily",raw/openalex-022.json,b786925b6270ea9c90f49010cc9a2606fe962164229c41eb7457d4c643f6b8a0
openalex,large language models creative diversity writing,broad,http-429,2026-08-24T18:36:34+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19405,""costUsd"":0.001,""daily",raw/openalex-023.json,38c802921b415aa4920816d865f85cee4f76a5c2b5e6541d8eaccb940ec2c105
openalex,generative artificial intelligence productivity experiment college professionals,broad,http-429,2026-08-24T18:36:35+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19405,""costUsd"":0.001,""daily",raw/openalex-024.json,38c802921b415aa4920816d865f85cee4f76a5c2b5e6541d8eaccb940ec2c105
openalex,generative AI creativity collective diversity experiment,broad,http-429,2026-08-24T18:36:35+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19405,""costUsd"":0.001,""daily",raw/openalex-025.json,38c802921b415aa4920816d865f85cee4f76a5c2b5e6541d8eaccb940ec2c105
openalex,ChatGPT generated scientific abstracts human reviewers detection,broad,http-429,2026-08-24T18:36:35+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19404,""costUsd"":0.001,""daily",raw/openalex-026.json,93da1361b0822f729a03cacf15e2f4b2f3df032ccaf6eacbd319b5d1a777479c
openalex,human AI co-writing user demands writing process,broad,http-429,2026-08-24T18:36:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19404,""costUsd"":0.001,""daily",raw/openalex-027.json,93da1361b0822f729a03cacf15e2f4b2f3df032ccaf6eacbd319b5d1a777479c
openalex,systematic review AI assisted academic writing outcomes measurement,broad,http-429,2026-08-24T18:36:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19404,""costUsd"":0.001,""daily",raw/openalex-028.json,93da1361b0822f729a03cacf15e2f4b2f3df032ccaf6eacbd319b5d1a777479c
openalex,generative AI automated writing evaluation validity systematic review,broad,http-429,2026-08-24T18:36:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19404,""costUsd"":0.001,""daily",raw/openalex-029.json,93da1361b0822f729a03cacf15e2f4b2f3df032ccaf6eacbd319b5d1a777479c
openalex,LLM assisted writing in the wild collaboration behavior,broad,http-429,2026-08-24T18:36:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19403,""costUsd"":0.001,""daily",raw/openalex-030.json,e0abfc28de0920ca9bebfdee3ce983fa739eaed7bfb4769b2e714de293f582b0
openalex,generative AI workplace conversational assistant productivity heterogeneity,broad,http-429,2026-08-24T18:36:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19403,""costUsd"":0.001,""daily",raw/openalex-031.json,e0abfc28de0920ca9bebfdee3ce983fa739eaed7bfb4769b2e714de293f582b0
openalex,interaction aware co-writing editing cost acceptance,broad,http-429,2026-08-24T18:36:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19403,""costUsd"":0.001,""daily",raw/openalex-032.json,e0abfc28de0920ca9bebfdee3ce983fa739eaed7bfb4769b2e714de293f582b0
openalex,Experimental evidence on the productivity effects of generative artificial intelligence,known-item-challenge,http-429,2026-08-24T18:36:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19403,""costUsd"":0.001,""daily",raw/openalex-033.json,e0abfc28de0920ca9bebfdee3ce983fa739eaed7bfb4769b2e714de293f582b0
openalex,CoAuthor Designing a Human-AI Collaborative Writing Dataset,known-item-challenge,http-429,2026-08-24T18:36:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19403,""costUsd"":0.001,""daily",raw/openalex-034.json,e0abfc28de0920ca9bebfdee3ce983fa739eaed7bfb4769b2e714de293f582b0
openalex,Closing the Loop Learning to Generate Writing Feedback,known-item-challenge,http-429,2026-08-24T18:36:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19402,""costUsd"":0.001,""daily",raw/openalex-035.json,f8a9de5e2ec5d8283cf5797b243941478602da17f7a806c934d7aab5e119a717
openalex,Co-Writing with AI on Human Terms,known-item-challenge,http-429,2026-08-24T18:36:38+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19402,""costUsd"":0.001,""daily",raw/openalex-036.json,f8a9de5e2ec5d8283cf5797b243941478602da17f7a806c934d7aab5e119a717
openalex,Generative AI enhances individual creativity but reduces collective diversity,known-item-challenge,http-429,2026-08-24T18:36:38+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19402,""costUsd"":0.001,""daily",raw/openalex-037.json,f8a9de5e2ec5d8283cf5797b243941478602da17f7a806c934d7aab5e119a717
openalex,Comparing scientific abstracts generated by ChatGPT real abstracts blinded human reviewers,known-item-challenge,http-429,2026-08-24T18:36:38+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19402,""costUsd"":0.001,""daily",raw/openalex-038.json,f8a9de5e2ec5d8283cf5797b243941478602da17f7a806c934d7aab5e119a717
openalex,PRISMA-S extension reporting literature searches systematic reviews,known-item-challenge,http-429,2026-08-24T18:36:38+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19402,""costUsd"":0.001,""daily",raw/openalex-039.json,f8a9de5e2ec5d8283cf5797b243941478602da17f7a806c934d7aab5e119a717
openalex,Help Me Write a Story Evaluating LLMs Ability to Generate Writing Feedback,known-item-challenge,http-429,2026-08-24T18:36:38+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19401,""costUsd"":0.001,""daily",raw/openalex-040.json,569bc37fedbcb4ff0593a53d68d781fe47258a0e13692cd08a0f6a3e883eeda9
openalex,Shifting Work Patterns with Generative AI,known-item-challenge,http-429,2026-08-24T18:36:39+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19401,""costUsd"":0.001,""daily",raw/openalex-041.json,569bc37fedbcb4ff0593a53d68d781fe47258a0e13692cd08a0f6a3e883eeda9
openalex,Does Writing with Language Models Reduce Content Diversity,known-item-challenge,http-429,2026-08-24T18:36:39+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19401,""costUsd"":0.001,""daily",raw/openalex-042.json,569bc37fedbcb4ff0593a53d68d781fe47258a0e13692cd08a0f6a3e883eeda9
openalex,A systematic review of AI-assisted academic writing Tools measures and effects,known-item-challenge,http-429,2026-08-24T18:36:39+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19401,""costUsd"":0.001,""daily",raw/openalex-043.json,569bc37fedbcb4ff0593a53d68d781fe47258a0e13692cd08a0f6a3e883eeda9
openalex,Generative artificial intelligence for automated writing evaluation systematic review trends efficacy challenges,known-item-challenge,http-429,2026-08-24T18:36:39+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19401,""costUsd"":0.001,""daily",raw/openalex-044.json,569bc37fedbcb4ff0593a53d68d781fe47258a0e13692cd08a0f6a3e883eeda9
openalex,Prototypical Human AI Collaboration Behaviors from LLM Assisted Writing in the Wild,known-item-challenge,http-429,2026-08-24T18:36:40+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19400,""costUsd"":0.001,""daily",raw/openalex-045.json,a5667e526003e70f264da429dfb3cc6e7bd2cc5455d3da2c796b3f3542f7aac3
openalex,Generative AI at Work Brynjolfsson Li Raymond,known-item-challenge,http-429,2026-08-24T18:36:40+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19400,""costUsd"":0.001,""daily",raw/openalex-046.json,a5667e526003e70f264da429dfb3cc6e7bd2cc5455d3da2c796b3f3542f7aac3
openalex,Gopen Swan reader expectations scientific writing,known-item-challenge,http-429,2026-08-24T18:36:40+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19400,""costUsd"":0.001,""daily",raw/openalex-047.json,a5667e526003e70f264da429dfb3cc6e7bd2cc5455d3da2c796b3f3542f7aac3
openalex,Consequences of Erudite Vernacular Oppenheimer,known-item-challenge,http-429,2026-08-24T18:36:40+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19400,""costUsd"":0.001,""daily",raw/openalex-048.json,a5667e526003e70f264da429dfb3cc6e7bd2cc5455d3da2c796b3f3542f7aac3
openalex,language model watermark provenance robustness Kirchenbauer,known-item-challenge,http-429,2026-08-24T18:36:40+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19399,""costUsd"":0.001,""daily",raw/openalex-049.json,a57490bc3ab64569bc7f88a0530615e360f8cae2c0969b201ae3e1738482338c
openalex,AI generated text detection impossibility paraphrasing Sadasivan,known-item-challenge,http-429,2026-08-24T18:36:41+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":19399,""costUsd"":0.001,""daily",raw/openalex-050.json,a57490bc3ab64569bc7f88a0530615e360f8cae2c0969b201ae3e1738482338c
crossref,generative AI writing,broad,http-200,2026-08-24T18:36:41+00:00,50,,raw/crossref-001.json,aaf088d454184ee511df9162bc80e6a1db822273f4a99b55b999f5799def8311
crossref,large language model academic writing,broad,http-200,2026-08-24T18:36:43+00:00,50,,raw/crossref-002.json,ae5764910f9a5acce96a5c0a8687b8691f9d4ab1b62e6e16291b37d069dfd516
crossref,human AI collaborative writing,broad,http-200,2026-08-24T18:36:45+00:00,50,,raw/crossref-003.json,89db4cbd7cd87a05dff1de48a92ad0e2a83876b08560cdef21fe972aabf66b82
crossref,LLM writing feedback,broad,http-200,2026-08-24T18:36:47+00:00,50,,raw/crossref-004.json,d2656c3fb5d295c0d54b0928076b18feb127e2b62ca826506d0bd73013f06dd5
crossref,ChatGPT scientific writing,broad,http-200,2026-08-24T18:36:49+00:00,50,,raw/crossref-005.json,ac40f4f49ceaccd3521c0a45cb7dd89560265728be47224d8bb5108ace8138ae
crossref,AI-assisted writing evaluation,broad,http-200,2026-08-24T18:36:50+00:00,50,,raw/crossref-006.json,a5d5433736841ad73aafeceb0d05b6c92986ed74c2208b277fe3d2ef47df15c4
crossref,AI writing productivity,broad,http-200,2026-08-24T18:36:53+00:00,50,,raw/crossref-007.json,ece9f5824a8f2cbd7479497aae4405a3e3d4d60f8567e95f4ba31ff5794ff36b
crossref,AI writing economics,broad,http-200,2026-08-24T18:36:54+00:00,50,,raw/crossref-008.json,134869f9932d7097a3a38e1050f29b0c319060428155966e10e783cbc6e4ee79
crossref,generative AI revision feedback,broad,http-200,2026-08-24T18:36:55+00:00,50,,raw/crossref-009.json,88492a55dbcd5cd10b27d2ca4d91c04d28b34e0ed68df3984b60fcdd993e309d
crossref,AI assisted essay revision,broad,http-200,2026-08-24T18:36:57+00:00,50,,raw/crossref-010.json,35d6fca13d69057eae82f8228acaf8588b5d52668978c6f5738dc187357e71ac
crossref,human AI co-writing agency ownership,broad,http-200,2026-08-24T18:36:58+00:00,50,,raw/crossref-011.json,fa66e39a2124610dc628e82b68e39cc28f7c3d3fe78892a1a4f5195272ac7e4c
crossref,language model writing feedback evaluation,broad,http-200,2026-08-24T18:37:05+00:00,50,,raw/crossref-012.json,18169fb6668f27888dcce8f05469c29cd0714d14138733599a9bed3a44030182
crossref,generative AI workplace writing productivity,broad,http-200,2026-08-24T18:37:07+00:00,50,,raw/crossref-013.json,d80f67c04a4d7253e99141113fbfcf251f856ad2903d7d920c5a02c719a62a55
crossref,AI academic writing systematic review,broad,http-200,2026-08-24T18:37:09+00:00,50,,raw/crossref-014.json,9e92f623c09cf1574011475974e08ff722c0d0e222b4fa1058d69d73a518b18d
crossref,AI writing disclosure authorship,broad,http-200,2026-08-24T18:37:11+00:00,50,,raw/crossref-015.json,7ea2015b7df89d20800eae4a8c36440b9cd6bf5fbd2ea3b7bbb3282712d5ff5e
crossref,LLM judge writing quality,broad,http-200,2026-08-24T18:37:12+00:00,50,,raw/crossref-016.json,6e3f6866636c5a31979ba191c73c26942ae1b90dbae6c2cecb470941da947309
crossref,AI writing citation accuracy,broad,http-200,2026-08-24T18:37:14+00:00,50,,raw/crossref-017.json,0b6182e45965e496440112833c211255d8a024170cce298dba2b3955062dffce
crossref,writing assistance collective diversity,broad,http-200,2026-08-24T18:37:16+00:00,50,,raw/crossref-018.json,b777334bb377d39ea3734813eb2e27fe48958926224953d01ee884a26510200d
crossref,AI writing reader perception,broad,http-200,2026-08-24T18:37:17+00:00,50,,raw/crossref-019.json,8ee984fe7a308c9656375a28da7d625f5b803aa994c4f4100328744aa9f395bc
crossref,generative artificial intelligence productivity experiment college professionals,broad,http-200,2026-08-24T18:37:19+00:00,50,,raw/crossref-020.json,24ef9c5d700c3ab953cc986630bc887664959de2f8e05eb76969047afd6dff74
crossref,generative AI creativity collective diversity experiment,broad,http-200,2026-08-24T18:37:21+00:00,50,,raw/crossref-021.json,79501c8bd807391c93d82d1f5e3aa96c071bb02839b03cef3d23588505f3ea9a
crossref,ChatGPT generated scientific abstracts human reviewers detection,broad,http-200,2026-08-24T18:37:22+00:00,50,,raw/crossref-022.json,422bd42b3afb235275bed2c28995c890f595d0821a0dd088cf8d333467f6c92e
crossref,human AI co-writing user demands writing process,broad,http-200,2026-08-24T18:37:24+00:00,50,,raw/crossref-023.json,dccf1b8c23ddf51eef8042150f96d6acace97409cef58a8e92c3a739d502a98f
crossref,language model simulated student revisions,broad,http-200,2026-08-24T18:37:26+00:00,50,,raw/crossref-024.json,f86c094c186664a13ed7ed42b7c794442fc55f268f815c1f11dfbc2c4a186762
crossref,PRISMA S reporting literature searches,broad,http-200,2026-08-24T18:37:27+00:00,50,,raw/crossref-025.json,bdd19834e64790076af27c5431afd3e1e1200473d8b8fe8225d881ecb24dde49
crossref,generative AI workplace email field experiment,broad,http-200,2026-08-24T18:37:28+00:00,50,,raw/crossref-026.json,d184fc85fb6bafc36580b31dbf542a72f31944bd07d3ee204c91024d60e6cf25
crossref,large language models creative diversity writing,broad,http-200,2026-08-24T18:37:30+00:00,50,,raw/crossref-027.json,7c7cd3bec8587adef034f221cb3bb48dddc9a77a8f411251e598c399f8296962
crossref,systematic review AI assisted academic writing outcomes measurement,broad,http-200,2026-08-24T18:37:31+00:00,50,,raw/crossref-028.json,7bbc830c151166776636de70387ec6216ad00209103966e9cfc64e3147bc4f73
crossref,generative AI automated writing evaluation validity systematic review,broad,http-200,2026-08-24T18:37:33+00:00,50,,raw/crossref-029.json,2e1debd409270e8847a87cdf1ab2bfaba3cbf172a89e019eca8b0d39d570aa65
crossref,LLM assisted writing in the wild collaboration behavior,broad,http-200,2026-08-24T18:37:36+00:00,50,,raw/crossref-030.json,93abdae641c7fdfe80838cab1f8addde9a7851e22880089753e4fc6d1e859d8e
