name,category,ecosystem,url,repository,source,manifest_commit,local_path,local_present,local_commit,provenance_status,license_file,registry_version,registry_release,registry_license,registry_status,readme,test_file_count,languages,description,stars,updated_at
AIprep,discovered,github-search,https://github.com/alireza-jahandoost/AIprep,https://github.com/alireza-jahandoost/AIprep,github-search,,,False,,remote-only,,,,,,False,0,,"AIprep is an AI-powered web app that evaluates TOEFL Writing responses with LLM-based scoring, feedback, and PDF reporting — all prompt-aware and rubric-aligned.",1,2025-08-03T10:49:49Z
Academic_Writing_Feedback,discovered,github-search,https://github.com/MadK132/Academic_Writing_Feedback,https://github.com/MadK132/Academic_Writing_Feedback,github-search,,,False,,remote-only,,,,,,False,0,,,0,2026-01-13T16:50:48Z
Automated-Writing-Evaluation,discovered,github-search,https://github.com/yYorky/Automated-Writing-Evaluation,https://github.com/yYorky/Automated-Writing-Evaluation,github-search,,,False,,remote-only,,,,,,False,0,,This repository showcases the decoder-based component of our final group project for CS614: Generative AI with Large Language Models at SMU. The focus of this repo is on the decoder model development and deployment that I personally worked on,0,2025-04-13T08:18:31Z
Book-Writing-AI-Agent,discovered,github-search,https://github.com/Aftabbs/Book-Writing-AI-Agent,https://github.com/Aftabbs/Book-Writing-AI-Agent,github-search,,,False,,remote-only,,,,,,False,0,,"An intelligent, multi-agent system to autonomously plan, write, edit, fact-check, and publish a complete book using the CrewAI framework and Groq's LLaMA-3-70B model. This AI pipeline mimics the collaborative process of human authors, editors, and publishers to streamline creative book development.",13,2026-08-20T12:03:41Z
CELPIP-Writing-tool,discovered,github-search,https://github.com/sathvik3103/CELPIP-Writing-tool,https://github.com/sathvik3103/CELPIP-Writing-tool,github-search,,,False,,remote-only,,,,,,False,0,,A Generative AI application built to help users practice and evaluate their CELPIP writing tasks according to the official guidelines/rubric prescribed.,2,2026-04-28T16:49:35Z
Cautious-octo-Veli-Mahlangu,discovered,github-search,https://github.com/Velim73285/Cautious-octo-Veli-Mahlangu,https://github.com/Velim73285/Cautious-octo-Veli-Mahlangu,github-search,,,False,,remote-only,,,,,,False,0,,"MSc e-portfolio in Data Science:  A collection of professional and academic artifacts including projects, writing samples, feedback from team members and tutors, and presentations",0,2025-11-02T13:59:35Z
Cognitive_Mirror,discovered,github-search,https://github.com/Arya185/Cognitive_Mirror,https://github.com/Arya185/Cognitive_Mirror,github-search,,,False,,remote-only,,,,,,False,0,,"An AI-powered cognitive feedback engine that evaluates creative writing through four personas to reveal blind spots, disagreement, and perspective shifts",0,2026-08-01T06:58:02Z
DAR-N400-AI-Resistance,discovered,github-search,https://github.com/Pegi1727/DAR-N400-AI-Resistance,https://github.com/Pegi1727/DAR-N400-AI-Resistance,github-search,,,False,,remote-only,,,,,,False,0,,Official repository for “Distributed Authorial Resistance (DAR): Neural Correlates of Critical Engagement vs. Fatigue in Human-AI Collaborative Writing” — An EEG study on N400/P300 dynamics.,0,2026-06-16T15:10:19Z
Democtratizing_AI_Writing_Support,discovered,github-search,https://github.com/babettebuehler/Democtratizing_AI_Writing_Support,https://github.com/babettebuehler/Democtratizing_AI_Writing_Support,github-search,,,False,,remote-only,,,,,,False,0,,"Analysis scripts for the paper “Democratizing Writing Support with AI”. Includes dataset cleaning, clustering (TF-IDF + cosine similarity), and LLM-based text evaluation to study 23K+ German student submissions and AI feedback over one year.",0,2025-11-13T13:42:33Z
Digital-Lab-Coach-v0.1.0,discovered,github-search,https://github.com/KraLurmumcoelcarix-173/Digital-Lab-Coach-v0.1.0,https://github.com/KraLurmumcoelcarix-173/Digital-Lab-Coach-v0.1.0,github-search,,,False,,remote-only,,,,,,False,0,,🛠️ UNC Hybrid LLM Assisted Computer Organization Digital Lab Feedback + Test writing + Debug + Test Expanding Tool,0,2026-08-24T06:32:52Z
English-Language-Learning-Prediction-with-AI-and-Machine-Learning,discovered,github-search,https://github.com/suhasmaddali/English-Language-Learning-Prediction-with-AI-and-Machine-Learning,https://github.com/suhasmaddali/English-Language-Learning-Prediction-with-AI-and-Machine-Learning,github-search,,,False,,remote-only,,,,,,False,0,,"Artificial intelligence is being used to improve essay writing skills by evaluating student essays. NLP techniques analyze coherence, clarity, and relevance, while topic modeling and sentiment analysis determine main themes and emotional tone. Machine learning algorithms evaluate essays and provide feedback to help students improve their writing.",9,2026-05-19T01:55:21Z
English_essay_review,discovered,github-search,https://github.com/LEE1026icarus/English_essay_review,https://github.com/LEE1026icarus/English_essay_review,github-search,,,False,,remote-only,,,,,,False,0,,"This Streamlit app provides integrated essay feedback in both form and chatbot modes. Users log in with a shared password, input essays, and receive AI-generated feedback based on academic writing guidelines. Feedback and interactions are logged in Supabase for tracking.",0,2025-09-09T07:57:57Z
EssayMate,discovered,github-search,https://github.com/huajun598-alt/EssayMate,https://github.com/huajun598-alt/EssayMate,github-search,,,False,,remote-only,,,,,,False,0,,An AI-powered English writing coach that helps students improve through feedback and learning loops.,1,2026-07-14T01:52:21Z
Evaluating-Cross-Linguistic-Fairness-in-LLM-Generated-Writing-Feedback,discovered,github-search,https://github.com/Pegi1727/Evaluating-Cross-Linguistic-Fairness-in-LLM-Generated-Writing-Feedback,https://github.com/Pegi1727/Evaluating-Cross-Linguistic-Fairness-in-LLM-Generated-Writing-Feedback,github-search,,,False,,remote-only,,,,,,False,0,,"This repository contains the benchmark, evaluation framework, and analysis code for studying cross-linguistic fairness in LLM-generated automated writing feedback for multilingual EFL learners.",0,2026-07-19T09:19:32Z
ExpressionParser,discovered,github-search,https://github.com/mgriebling/ExpressionParser,https://github.com/mgriebling/ExpressionParser,github-search,,,False,,remote-only,,,,,,False,0,,Swift expression parser and evaluator using a parser generated by Coco. Also produces a LaTeX translation of the text-based input expression.,2,2025-12-31T08:27:18Z
HCI-Academic-Writing,discovered,github-search,https://github.com/Mseymur/HCI-Academic-Writing,https://github.com/Mseymur/HCI-Academic-Writing,github-search,,,False,,remote-only,,,,,,False,0,,"HCI-Academic-Writing: a Claude Skill built from real thesis reviewer feedback + the HCI literature (Wobbrock & Kientz, Olsen, Swales, Phillips & Pugh). Catches defensive writing, fixes contribution framing & novelty claims, calibrates Master's vs PhD standards. For students writing proposals, theses, and papers Claude will actually help you !",2,2026-08-21T17:42:02Z
HTML-to-Latex-Converter,discovered,github-search,https://github.com/piyushkansalongit/HTML-to-Latex-Converter,https://github.com/piyushkansalongit/HTML-to-Latex-Converter,github-search,,,False,,remote-only,,,,,,False,0,,"HTML to Latex converter can be directly used to make pdfs from input html files. It does so by doing lexical analysis of html followed by parsing and building of an Abstract Syntax Tree. The tree is maped to an euivalent AST of latex whose preorder traversal gives you the ""texmaker"" compilable code.",1,2023-03-04T09:34:50Z
Human-AI-Collaborative-Writing,discovered,github-search,https://github.com/Pegi1727/Human-AI-Collaborative-Writing,https://github.com/Pegi1727/Human-AI-Collaborative-Writing,github-search,,,False,,remote-only,,,,,,False,0,,"Investigating the impact of ChatGPT-mediated peer feedback on EFL learners' academic writing, self-regulated learning (SRL), and AI literacy using a mixed-methods approach.*",0,2026-07-04T08:57:50Z
Human-AI-Cowriters-Survey-Analysis,discovered,github-search,https://github.com/anthonymfrance/Human-AI-Cowriters-Survey-Analysis,https://github.com/anthonymfrance/Human-AI-Cowriters-Survey-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,"An R/Quarto analysis pipeline designed with oversight from Professor Wagers for a 2x2 crossover study at UCSC on human-AI collaborative writing, featuring exploratory factor analysis (EFA), Likert item-to-item correlations, order-effect testing, participant profiling and other exploratory data analysis methods.",0,2026-07-06T17:36:13Z
IELTS-Preparation-System,discovered,github-search,https://github.com/ZainRaz03/IELTS-Preparation-System,https://github.com/ZainRaz03/IELTS-Preparation-System,github-search,,,False,,remote-only,,,,,,False,0,,"An advanced IELTS Evaluation System leveraging AI to assess reading, listening, writing, and speaking skills. Built with Streamlit, this system features automatic question generation, answer evaluation, and audio processing capabilities.",4,2025-11-10T12:34:13Z
IELTS-Writing-Examinier,discovered,github-search,https://github.com/Pouyaexe/IELTS-Writing-Examinier,https://github.com/Pouyaexe/IELTS-Writing-Examinier,github-search,,,False,,remote-only,,,,,,False,0,,"IELTSEvaL is a cost-effective, AI-powered evaluation tool that provides detailed feedback on your IELTS writing tasks. It helps you improve your writing skills and boost your IELTS score—all for free!",3,2025-06-24T03:35:16Z
IELTS-Writing-Practice,discovered,github-search,https://github.com/shataragh/IELTS-Writing-Practice,https://github.com/shataragh/IELTS-Writing-Practice,github-search,,,False,,remote-only,,,,,,False,0,,✍️ AI-powered desktop app for IELTS Academic Task 1 & Task 2 + Tolimo writing practice with real-time feedback ,1,2026-02-03T18:30:31Z
IELTSCLI,discovered,github-search,https://github.com/AIMLDev726/IELTSCLI,https://github.com/AIMLDev726/IELTSCLI,github-search,,,False,,remote-only,,,,,,False,0,,"A command-line tool for realistic IELTS writing practice, offering intelligent prompt generation, band-score assessments, and improvement feedback.",0,2025-09-03T17:59:24Z
Ink-Gateway,discovered,github-search,https://github.com/Philippe-arnd/Ink-Gateway,https://github.com/Philippe-arnd/Ink-Gateway,github-search,,,False,,remote-only,,,,,,False,0,,"A collaborative AI-driven framework for writing books and novels. The agent runs writing sessions autonomously on any schedule, while the human author edits in a browser-based markdown editor — no Git knowledge required.",0,2026-04-12T11:22:38Z
Interactive_Story_Generator,discovered,github-search,https://github.com/maylovesart/Interactive_Story_Generator,https://github.com/maylovesart/Interactive_Story_Generator,github-search,,,False,,remote-only,,,,,,False,0,,"Python-based Interactive Story Generator using LSTM networks for collaborative AI-human storytelling. Features include story continuation based on user input and p5.js integration. Implemented in Google Colab, perfect for exploring creative writing with AI assistance.",0,2024-08-21T22:52:23Z
ItalianWritingSamples,discovered,github-search,https://github.com/alessandrobelotti99/ItalianWritingSamples,https://github.com/alessandrobelotti99/ItalianWritingSamples,github-search,,,False,,remote-only,,,,,,False,0,,Writing samples in Italian for AI and language evaluation projects.,0,2025-12-05T18:59:58Z
Keystroke2,discovered,github-search,https://github.com/wwelden/Keystroke2,https://github.com/wwelden/Keystroke2,github-search,,,False,,remote-only,,,,,,False,0,,"A multi-format document converter written in Go with a web frontend. Supports six conversion paths between Markdown, HTML, and LaTeX — full lexer → parser → AST → renderer pipeline.",0,2026-04-24T00:47:54Z
LSP-ltex-plus,discovered,github-search,https://github.com/h714je/LSP-ltex-plus,https://github.com/h714je/LSP-ltex-plus,github-search,,,False,,remote-only,,,,,,False,0,,Sublime Text LSP plugin for LTeX Plus (Grammar & Spell Checker for LaTeX/Markdown),0,2026-01-19T20:08:19Z
LaTeX-to-HTML-Compiler,discovered,github-search,https://github.com/nipurnjain10/LaTeX-to-HTML-Compiler,https://github.com/nipurnjain10/LaTeX-to-HTML-Compiler,github-search,,,False,,remote-only,,,,,,False,0,,"A source-to-source compiler developed using Lex (Flex), Yacc (Bison), and C that converts LaTeX documents into HTML. The project implements lexical analysis, syntax parsing, abstract syntax tree (AST) generation, and HTML code generation to demonstrate the principles of compiler design.",0,2026-07-12T17:17:24Z
Language-Analyzer,discovered,github-search,https://github.com/Ancastal/Language-Analyzer,https://github.com/Ancastal/Language-Analyzer,github-search,,,False,,remote-only,,,,,,False,0,,Linguistic Analysis is a Python application that provides advanced text analysis tools for multiple languages. It includes features such as HSK profiling for Chinese language learners and readability analysis for English texts.,4,2024-12-26T16:10:32Z
Language_Learning_Bot,discovered,github-search,https://github.com/Preston-Robertson/Language_Learning_Bot,https://github.com/Preston-Robertson/Language_Learning_Bot,github-search,,,False,,remote-only,,,,,,False,0,,"Discord bot built with discord.py + GPT-4o that delivers language lessons, conversation practice, writing feedback, and Edge TTS audio.",1,2026-04-11T21:07:31Z
Lucen,discovered,github-search,https://github.com/cosmosambassador/Lucen,https://github.com/cosmosambassador/Lucen,github-search,,,False,,remote-only,,,,,,False,0,,"TJ Morris Publishing Certainly. Here’s a GitHub-ready README.md you can copy and paste into your Lucen repository.  🌟 Lucen  Continuity • Governance • Knowledge • Public Documentation  Welcome to the Lucen Project, the public documentation repository supporting the work of Theresa J. Morris (TJ Morris) and associated research, publishing, and AI-assisted knowledge organization.  Lucen serves as a central public resource for documentation, governance, project continuity, and educational materials. It is intended to help visitors understand the structure and purpose of the broader ecosystem while keeping private and confidential materials separate.  ⸻  Mission  Lucen exists to:  * Preserve project continuity. * Document public governance. * Organize AI-assisted research. * Support publishing and educational initiatives. * Maintain transparent public documentation. * Encourage responsible human-AI collaboration.  ⸻  Public Projects  ACIR  Allied Command Interdisciplinary Relations  Research, archives, historical documentation, and investigative standards.  ⸻  American Communications Online (ACO)  Publishing, communications, educational resources, and public outreach.  ⸻  Aeonic Codex  Governance models, continuity architecture, knowledge organization, and long-term documentation.  ⸻  Vivarium Village  Creative writing, worldbuilding, future civilization concepts, and collaborative storytelling.  ⸻  JET Services  Operational support, AI workflows, project coordination, and technology services.  ⸻  Repository Structure  docs/ registry/ research/ prompts/ media/ archive/  ⸻  Governance  This repository documents public information only.  Private records, confidential research, credentials, unpublished investigations, and restricted materials are intentionally excluded.  ⸻  Human Authority  Theresa J. Morris  Founder  Final approval authority for published materials and public documentation.  ⸻  AI Assistance  This repository contains documentation prepared with AI assistance.  AI contributes to organization, drafting, formatting, and research support.  Final editorial decisions remain under human review and approval.  ⸻  Guiding Principles  * Truth * Documentation * Transparency * Responsible AI * Respect for Evidence * Continuous Learning  ⸻  License  Released under the MIT License unless otherwise noted.  ⸻  Contributing  Constructive contributions are welcome through GitHub Issues and Pull Requests.  Please keep discussions respectful, factual, and focused on improving documentation.  ⸻  Lucen  “Preserving continuity through knowledge, documentation, and responsible collaboration.”  You can paste this directly into README.md on GitHub. If you’d like, I can also prepare a more polished version with GitHub badges, navigation buttons, a table of contents, and a professional landing-page layout.ACIRcongenial-telegram/ │ ├── README.md                  ← Public introduction ├── LICENSE ├── CODE_OF_CONDUCT.md ├── CONTRIBUTING.md │ ├── docs/ │   ├── ACIR.md │   ├── ACO.md │   ├── Lucen.md │   ├── Aeonic-Codex.md │   └── Timeline.md │ ├── registry/ │   ├── GPT-Registry.md │   ├── Agent-Registry.md │   └── Public-GPTs.md │ ├── prompts/ │ ├── research/ │ ├── archive/ │ └── media/",1,2026-07-25T09:40:21Z
Mira,discovered,github-search,https://github.com/awei-git/Mira,https://github.com/awei-git/Mira,github-search,,,False,,remote-only,,,,,,False,0,,"An evidence-governed AI collaborator for long-term research, writing, and agent-human trust.",0,2026-07-13T18:55:17Z
MyGrammarly,discovered,github-search,https://github.com/my-yy/MyGrammarly,https://github.com/my-yy/MyGrammarly,github-search,,,False,,remote-only,,,,,,False,0,,Latex Grammar Checker,9,2025-03-10T04:13:27Z
OpenIELTS-AI,discovered,github-search,https://github.com/Shpaldik/OpenIELTS-AI,https://github.com/Shpaldik/OpenIELTS-AI,github-search,,,False,,remote-only,,,,,,False,0,,"Configurable, self-hosted IELTS AI evaluation core for Writing, Speaking, and Reading review.",91,2026-08-17T06:58:19Z
PaperWritingLLM,discovered,github-search,https://github.com/NYXFLOWER/PaperWritingLLM,https://github.com/NYXFLOWER/PaperWritingLLM,github-search,,,False,,remote-only,,,,,,False,0,,"Your AI writing assistant in terminal, powered by a fine-tuned Qwen2.5-7B model that helps improve your writing with personalized feedback, style suggestions, and grammar corrections.",1,2026-03-11T18:05:27Z
Practice-IELTS,discovered,github-search,https://github.com/Faran132/Practice-IELTS,https://github.com/Faran132/Practice-IELTS,github-search,,,False,,remote-only,,,,,,False,0,,"Free self-study tool for IELTS Academic — timed reading, writing with AI feedback, and speaking practice.",0,2026-08-07T11:42:49Z
ReadabilityAnalysis,discovered,github-search,https://github.com/Oz32/ReadabilityAnalysis,https://github.com/Oz32/ReadabilityAnalysis,github-search,,,False,,remote-only,,,,,,False,0,,"This program checks the input text for such parameters as: quantity of words, sentences, characters, syllables and polysyllables. It also calculates the following indexes: Automated Readability Index,  Flesch–Kincaid readability tests, Simple Measure of Gobbledygook and Coleman–Liau index.",0,2023-02-20T04:25:45Z
ReferenceChecker,discovered,github-search,https://github.com/kikicqb/ReferenceChecker,https://github.com/kikicqb/ReferenceChecker,github-search,,,False,,remote-only,,,,,,False,0,,"Python prototype for academic citation verification using GROBID, scholarly APIs, and LLM-assisted validation.",0,2026-07-09T08:29:56Z
Research-Pilot,discovered,github-search,https://github.com/Nyaungwa/Research-Pilot,https://github.com/Nyaungwa/Research-Pilot,github-search,,,False,,remote-only,,,,,,False,0,,AI-powered research writing assistant that evaluates draft sections against uploaded reference papers and provides structured academic feedback.,0,2026-04-28T04:58:31Z
SublimeLinter-contrib-proselint,discovered,github-search,https://github.com/amperser/SublimeLinter-contrib-proselint,https://github.com/amperser/SublimeLinter-contrib-proselint,github-search,,,False,,remote-only,,,,,,False,0,,A Sublime Text plugin for proselint,28,2022-11-14T13:09:36Z
SublimeLinter-contrib-write-good,discovered,github-search,https://github.com/ckaznocha/SublimeLinter-contrib-write-good,https://github.com/ckaznocha/SublimeLinter-contrib-write-good,github-search,,,False,,remote-only,,,,,,False,0,,"SublimeLinter plugin for English prose, using write-good.",27,2026-04-11T17:48:10Z
Text-Analysis,discovered,github-search,https://github.com/Shende-Ayush/Text-Analysis,https://github.com/Shende-Ayush/Text-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,"Objective of this document is to explain methodology adopted to perform text analysis to drive sentimental opinion, sentiment scores, readability, passive words, personal pronouns and etc.",2,2023-06-27T13:13:06Z
Text-Analysis,discovered,github-search,https://github.com/mananb77/Text-Analysis,https://github.com/mananb77/Text-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,Parse the readability of text files.,0,2021-10-31T22:17:54Z
Text-Analysis-NLP,discovered,github-search,https://github.com/the-irritater/Text-Analysis-NLP,https://github.com/the-irritater/Text-Analysis-NLP,github-search,,,False,,remote-only,,,,,,False,0,,Sentiment and readability analysis of articles using NLP,1,2026-08-05T13:52:34Z
Text-Analysis-Project-Sentiment-Readability-Analysis,discovered,github-search,https://github.com/inxajay/Text-Analysis-Project-Sentiment-Readability-Analysis,https://github.com/inxajay/Text-Analysis-Project-Sentiment-Readability-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,,0,2026-01-05T13:36:27Z
Text-Analytics-Sentimental-Analysis,discovered,github-search,https://github.com/ayush-r-nair/Text-Analytics-Sentimental-Analysis,https://github.com/ayush-r-nair/Text-Analytics-Sentimental-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,"A Python-based Text Analytics and Sentiment Analysis tool that extracts web article content and computes various linguistic, readability, and sentiment metrics including polarity, subjectivity, Fog Index, and pronoun usage.",2,2026-03-23T06:07:56Z
Text-Sentiment-Analysis,discovered,github-search,https://github.com/Shabbir-Ezzuddin-Malegaonwala/Text-Sentiment-Analysis,https://github.com/Shabbir-Ezzuddin-Malegaonwala/Text-Sentiment-Analysis,github-search,,,False,,remote-only,,,,,,False,0,,Web scraping and NLP-based sentiment analysis with readability metrics,0,2025-12-23T17:49:31Z
TextAnalysis,discovered,github-search,https://github.com/nadavLewit/TextAnalysis,https://github.com/nadavLewit/TextAnalysis,github-search,,,False,,remote-only,,,,,,False,0,,This project takes a text as an input and analyzes it to return a FK readability score value.,0,2021-10-29T17:36:54Z
TextConverter,discovered,github-search,https://github.com/Kuig/TextConverter,https://github.com/Kuig/TextConverter,github-search,,,False,,remote-only,,,,,,False,0,,"A multi-format document converter (PDF, HTML, Markdown, LaTeX, JSON) based on a ""parser > AST > renderer"" architecture, featuring optional AI image processing and heuristic code detection.",0,2026-08-08T21:47:30Z
TextInsight-Web-Data-Wizard,discovered,github-search,https://github.com/Shankjbs571/TextInsight-Web-Data-Wizard,https://github.com/Shankjbs571/TextInsight-Web-Data-Wizard,github-search,,,False,,remote-only,,,,,,False,0,,"This repository contains a Python script for webscraping articles and performing sentiment analysis, readability analysis, and other textual data analysis tasks. The analyzed data is then saved into an Excel file using the NLTK toolkit, Pandas, and regex.",3,2026-06-29T13:30:12Z
TextSight-CLI-NLP,discovered,github-search,https://github.com/rubenG1009/TextSight-CLI-NLP,https://github.com/rubenG1009/TextSight-CLI-NLP,github-search,,,False,,remote-only,,,,,,False,0,,python cli nlp sentiment-analysis text-analysis keyword-extraction readability automation,0,2026-05-17T13:24:26Z
Text_Analysis-SentimentalAnalysis,discovered,github-search,https://github.com/Nishant2018/Text_Analysis-SentimentalAnalysis,https://github.com/Nishant2018/Text_Analysis-SentimentalAnalysis,github-search,,,False,,remote-only,,,,,,False,0,,"This is the code in python (Jupyter Notebook) to perform text analysis to drive sentimental opinion, sentiment scores, readability, passive words, personal pronouns and etc.",3,2024-06-06T08:06:38Z
Textalyzer,discovered,github-search,https://github.com/ad-si/Textalyzer,https://github.com/ad-si/Textalyzer,github-search,,,False,,remote-only,,,,,,False,0,,"Analyze key metrics like number of words, readability, complexity, code duplication, … of any kind of text",60,2026-08-17T08:11:32Z
WebLaTex,discovered,github-search,https://github.com/sanjib-sen/WebLaTex,https://github.com/sanjib-sen/WebLaTex,github-search,,,False,,remote-only,,,,,,False,0,,A complete alternative for Overleaf with VSCode + Web + Git Integration + Copilot + Grammar & Spell Checker + Live Collaboration Support. Based on GitHub Codespace and Dev container.,1742,2026-08-18T12:43:33Z
Write-Ace,discovered,github-search,https://github.com/5-0-Overall/Write-Ace,https://github.com/5-0-Overall/Write-Ace,github-search,,,False,,remote-only,,,,,,False,0,,"An AI-powered app designed to evaluate and score IELTS writing tasks, providing instant feedback and detailed suggestions for improvement.",2,2026-08-19T12:57:14Z
academic-review-ui,discovered,github-search,https://github.com/zaimaopeng/academic-review-ui,https://github.com/zaimaopeng/academic-review-ui,github-search,,,False,,remote-only,,,,,,False,0,,"Interactive academic writing review tool with text annotation, comment management, and DOI linking. Built for reviewing research papers and providing structured feedback.",0,2026-02-06T02:19:25Z
academic-writing-polisher,discovered,github-search,https://github.com/Figpad/academic-writing-polisher,https://github.com/Figpad/academic-writing-polisher,github-search,,,False,,remote-only,,,,,,False,0,,"Nature-inspired academic writing Skill for polishing research paragraphs, abstracts, reviewer responses, and peer-review feedback while preserving author intent.",13,2026-07-26T06:04:54Z
academic_paper_writing,discovered,github-search,https://github.com/roadfar/academic_paper_writing,https://github.com/roadfar/academic_paper_writing,github-search,,,False,,remote-only,,,,,,False,0,,A learning project to accumulate good sentences and expressions: a Chinese Phd student's learning notes. Welcome contributions and feedbacks from the community!,2,2024-05-14T09:20:03Z
agentic_essay_writer,discovered,github-search,https://github.com/markgewhite/agentic_essay_writer,https://github.com/markgewhite/agentic_essay_writer,github-search,,,False,,remote-only,,,,,,False,0,,Multi-agent essay writing application with adaptive workflows with iterative feedback and intelligent routing decisions,0,2026-01-10T11:48:00Z
ai-evaluation-portfolio,discovered,github-search,https://github.com/abdallerhnet-web/ai-evaluation-portfolio,https://github.com/abdallerhnet-web/ai-evaluation-portfolio,github-search,,,False,,remote-only,,,,,,False,0,,"Evaluation Portfolio — Case Studies, Prompt Engineering, Technical Writing",0,2026-07-19T13:23:42Z
ai-feedback-assistant,discovered,github-search,https://github.com/Pasindu099/ai-feedback-assistant,https://github.com/Pasindu099/ai-feedback-assistant,github-search,,,False,,remote-only,,,,,,False,0,,"An AI-powered writing assistant that evaluates academic essays and research reports for clarity, coherence, and plagiarism using pre-trained NLP models. Built with Python, Hugging Face Transformers, Sentence-BERT, and Streamlit.",0,2025-12-15T19:34:46Z
ai-ielts-writing-evaluator,discovered,github-search,https://github.com/ZeynepSenaTaspinar/ai-ielts-writing-evaluator,https://github.com/ZeynepSenaTaspinar/ai-ielts-writing-evaluator,github-search,,,False,,remote-only,,,,,,False,0,,AI-powered IELTS Writing Task 2 evaluation system built with Flask and OpenAI API.,0,2026-05-20T10:51:53Z
ai-seo-system,discovered,github-search,https://github.com/tarekcxl/ai-seo-system,https://github.com/tarekcxl/ai-seo-system,github-search,,,False,,remote-only,,,,,,False,0,,"AI-powered modular SEO operations system using specialized agents, focused skills, and reusable workflows to handle SEO analysis, technical SEO, competitor research, content strategy, writing, optimization, evaluation, project management, and reporting.",3,2026-08-09T23:35:39Z
ai-thesis-reviewer,discovered,github-search,https://github.com/Pwuts/ai-thesis-reviewer,https://github.com/Pwuts/ai-thesis-reviewer,github-search,,,False,,remote-only,,,,,,False,0,,Application that provides direct constructive feedback on academic writing drafts,2,2025-04-12T20:48:04Z
