screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-2697,doi:10 18653 v1 2023 clinicalnlp 1 31,no,Cross-domain {G}erman Medical Named Entity Recognition using a Pre-Trained Language Model and Unified Medical Semantic Types,manual-import,2023,10.18653/v1/2023.clinicalnlp-1.31,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-2706,doi:10 18653 v1 2026 mellm 1 17,no,Cross-Lingual Bias in Large Language Models: A Comparative Analysis of {E}nglish and {S}wahili,manual-import,2026,10.18653/v1/2026.mellm-1.17,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-2720,doi:10 18653 v1 2026 mellm 1 12,no,"Cross-Lingual Sentiment Misalignment: Auditing Multilingual Language Models for Inversion Risk, Dialectal Representation, and Affective Stability",manual-import,2026,10.18653/v1/2026.mellm-1.12,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-2924,doi:10 18653 v1 2022 in2writing 1 1,no,Data-to-text systems as writing environment,manual-import,2022,10.18653/v1/2022.in2writing-1.1,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-2945,doi:10 18653 v1 2025 findings emnlp 853,no,Debating for Better Reasoning in Vision-Language Models,manual-import,2025,10.18653/v1/2025.findings-emnlp.853,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3002,doi:10 1038 s41586 025 09422 z,no,DeepSeek-R1 incentivizes reasoning in LLMs through reinforcement learning,manual-import,2025,https://doi.org/10.1038/s41586-025-09422-z,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3110,doi:10 18653 v1 2026 eacl long 345,no,Detecting Subtle Biases: An Ethical Lens on Underexplored Areas in {AI} Language Models Biases,manual-import,2026,10.18653/v1/2026.eacl-long.345,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3204,doi:10 54979 turkegitimdergisi 1828027,no,Digital Tools for Academic Writing: A Systematic Analysis of AI and Technology-Enhanced Support,crossref,2025,10.54979/turkegitimdergisi.1828027,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3259,title:discussion t aiwanese writing style from viewpoint register loanword c hinese,no,從語域及借詞觀點探討台語文寫作風格 (Discussion on {T}aiwanese Writing Style from The Viewpoint of Register and Loanword) [In {C}hinese],manual-import,2003,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3305,doi:10 64152 10125 73570,no,Distributed agency in second language learning and teaching through generative AI,manual-import,2024,https://doi.org/10.64152/10125/73570,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3344,doi:10 18653 v1 2026 findings acl 792,no,{DKME}: Rethinking Coupled Knowledge Memory for Lifelong Model Editing of Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.792,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3365,title:do language models care about text quality evaluating web crawled corpora across 11 languages,no,Do Language Models Care about Text Quality? Evaluating Web-Crawled Corpora across 11 Languages,manual-import,2024,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3413,title:do large language models understand conversational implicature case study c hinese sitcom,no,Do Large Language Models Understand Conversational Implicature- A case study with a {C}hinese sitcom,manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3504,doi:10 18653 v1 2021 eacl main 42,no,Does She Wink or Does She Nod? A Challenging Benchmark for Evaluating Word Understanding of Language Models,manual-import,2021,10.18653/v1/2021.eacl-main.42,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3514,title:does writing language models reduce content diversity,yes,Does writing with language models reduce content diversity?,known-item-seed,2024,,,1,1,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-3521,title:domain adaptation maximum entropy language models,no,Domain Adaptation of Maximum Entropy Language Models,manual-import,2010,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3703,doi:10 18653 v1 2024 findings acl 252,no,E2-{LLM}: Efficient and Extreme Length Extension of Large Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.252,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3749,doi:10 58616 001c 143297,no,Editorial: How to Spot AI-Plagiarism? Increasing Reliance on AI for Scientific Writing Demands Greater Scrutiny and a Deliberate Strategy,crossref,2025,10.58616/001c.143297,,0,3,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3774,title:effective integration text diffusion pre trained language models linguistic easy first schedule,no,Effective Integration of Text Diffusion and Pre-Trained Language Models with Linguistic Easy-First Schedule,manual-import,2024,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3791,doi:10 1038 s41598 024 57977 0,no,Effects of ChatGPT’s AI capabilities and human-like traits on spreading information in work environments,manual-import,2024,https://doi.org/10.1038/s41598-024-57977-0,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3837,doi:10 18653 v1 2025 acl long 1231,no,Efficient Ensemble for Fine-tuning Language Models on Multiple Datasets,manual-import,2025,10.18653/v1/2025.acl-long.1231,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3846,title:efficient language model using double array structures,no,An Efficient Language Model Using Double-Array Structures,manual-import,2013,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3878,title:efficiently thoroughly anonymizing transformer language model d utch electronic health records two step method,no,Efficiently and Thoroughly Anonymizing a Transformer Language Model for {D}utch Electronic Health Records: a Two-Step Method,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4222,doi:10 18653 v1 2025 findings acl 1198,no,{ETRQA}: A Comprehensive Benchmark for Evaluating Event Temporal Reasoning Abilities of Large Language Models,manual-import,2025,10.18653/v1/2025.findings-acl.1198,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4304,doi:10 18653 v1 2024 findings acl 850,no,Evaluating Large Language Models for Health-related Queries with Presuppositions,manual-import,2024,10.18653/v1/2024.findings-acl.850,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4310,doi:10 18653 v1 2025 nlp4dh 1 25,no,Evaluating Large Language Models for Narrative Topic Labeling,manual-import,2025,10.18653/v1/2025.nlp4dh-1.25,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4320,doi:10 18653 v1 2024 emnlp main 166,no,Evaluating Large Language Models via Linguistic Profiling,manual-import,2024,10.18653/v1/2024.emnlp-main.166,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4457,doi:10 1126 science adh2586,yes,Experimental Evidence on the Productivity Effects of Generative Artificial Intelligence,local-bibliography,2023,10.1126/science.adh2586,,1,1,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-4483,title:explaining pre trained language models attribution scores analysis low resource settings,no,Explaining Pre-Trained Language Models with Attribution Scores: An Analysis in Low-Resource Settings,manual-import,2024,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4507,doi:10 18653 v1 2025 acl long 410,no,Exploiting the Shadows: Unveiling Privacy Leaks through Lower-Ranked Tokens in Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.410,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4529,doi:10 18653 v1 2023 findings acl 439,no,Exploring Anisotropy and Outliers in Multilingual Language Models for Cross-Lingual Semantic Sentence Similarity,manual-import,2023,10.18653/v1/2023.findings-acl.439,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4569,doi:10 18653 v1 2025 findings emnlp 1102,no,Exploring the Hidden Reasoning Process of Large Language Models by Misleading Them,manual-import,2025,10.18653/v1/2025.findings-emnlp.1102,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4636,doi:10 1016 j actpsy 2026 106237,no,"Exploring the relationships among large language model acceptance, enjoyment, anxiety, and self-efficacy in L2 academic writing",crossref,2026,10.1016/j.actpsy.2026.106237,,2,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4736,doi:10 18653 v1 2024 emnlp industry 38,no,{F}an{L}o{RA}: Fantastic {L}o{RA}s and Where to Find Them in Large Language Model Fine-tuning,manual-import,2024,10.18653/v1/2024.emnlp-industry.38,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-4998,title:fine tuning vs from scratch do vision language models have similar capabilities out distribution visual question answering,no,Fine-tuning vs From Scratch: Do Vision {\&} Language Models Have Similar Capabilities on Out-of-Distribution Visual Question Answering?,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5082,doi:10 18653 v1 2024 wassa 1 40,no,Fraunhofer {SIT} at {WASSA} 2024 Empathy and Personality Shared Task: Use of Sentiment Transformers and Data Augmentation With Fuzzy Labels to Predict Emotional Reactions in Conversations and Essays,manual-import,2024,10.18653/v1/2024.wassa-1.40,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5283,doi:10 18653 v1 2024 acl long 315,no,{G}umbel{S}oft: Diversified Language Model Watermarking via the {G}umbel{M}ax-trick,manual-import,2024,10.18653/v1/2024.acl-long.315,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5371,doi:10 18653 v1 2025 findings emnlp 974,no,Generation-Augmented Retrieval: Rethinking the Role of Large Language Models in Zero-Shot Relation Extraction,manual-import,2025,10.18653/v1/2025.findings-emnlp.974,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5394,doi:10 1093 qje qjae044,yes,Generative {AI} at Work,local-bibliography,2025,10.1093/qje/qjae044,,1,0,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-5420,doi:10 1126 sciadv adn5290,yes,Generative {AI} enhances individual creativity but reduces the collective diversity of novel content,local-bibliography,2024,10.1126/sciadv.adn5290,,1,1,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-5493,doi:10 1016 j asw 2026 101041,yes,"Generative Artificial Intelligence for Automated Writing Evaluation: A Systematic Review of Trends, Efficacy, and Challenges",local-bibliography,2026,10.1016/j.asw.2026.101041,,0,2,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-5569,doi:10 18653 v1 p18 1058,no,Give Me More Feedback: Annotating Argument Persuasiveness and Related Attributes in Student Essays,manual-import,2018,10.18653/v1/P18-1058,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5605,doi:10 18653 v1 2023 emnlp main 214,no,{GPT}-{RE}: In-context Learning for Relation Extraction using Large Language Models,manual-import,2023,10.18653/v1/2023.emnlp-main.214,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5671,title:grounded language modeling automatic speech recognition sports video,no,Grounded Language Modeling for Automatic Speech Recognition of Sports Video,manual-import,2008,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5688,doi:10 18653 v1 2025 findings emnlp 1330,no,Guaranteed Guess: A Language Modeling Approach for {CISC}-to-{RISC} Transpilation with Testing Guarantees,manual-import,2025,10.18653/v1/2025.findings-emnlp.1330,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5804,doi:10 18653 v1 2025 acl long 1254,yes,Help Me Write a Story: Evaluating {LLM}s' Ability to Generate Writing Feedback,local-bibliography,2025,10.18653/v1/2025.acl-long.1254,,1,2,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-5842,title:highlighting exact matching via marking strategies ad hoc document ranking pretrained contextualized language models,no,Highlighting exact matching via marking strategies for ad hoc document ranking with pretrained contextualized language models,manual-import,2023,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5848,doi:10 18653 v1 2022 semeval 1 28,no,{HIT} at {S}em{E}val-2022 Task 2: Pre-trained Language Model for Idioms Detection,manual-import,2022,10.18653/v1/2022.semeval-1.28,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
